"","title","type","year","rating","imdb_score","decade","genre"
"887","Under the Volcano","Movie/Other",1984,"R/TV-MA",7,"1980-1989","Drama"
"888","Tacoma FD","TV",2019,"PG-13/TV-14",8,"2010-2019","Comedy"
"889","Room 104","TV",2017,"R/TV-MA",6.1,"2010-2019","Sci-Fi"
"890","The Looney Tunes Show","TV",2011,"PG/TV-PG",7.2,"2010-2019","Animation"
"891","CB4","Movie/Other",1993,"R/TV-MA",6.3,"1990-1999","Musical"
"892","MADtv","TV",1995,"PG-13/TV-14",7.2,"1990-1999","Animation"
"893","Tower of God","TV",2020,"PG/TV-PG",8.2,"2020-2029","Fantasy"
"894","Nancy Drew and the Hidden Staircase","Movie/Other",2019,"PG/TV-PG",5.7,"2010-2019","Mystery"
"895","Betty","TV",2020,"R/TV-MA",6.3,"2020-2029","Drama"
"896","Say Her Name: The Life and Death of Sandra Bland","Movie/Other",2018,"R/TV-MA",6.5,"2010-2019","Documentary"
"897","Green Card","Movie/Other",1990,"PG-13/TV-14",6.2,"1990-1999","Drama"
"898","Something the Lord Made","Movie/Other",2004,"PG/TV-PG",8.2,"2000-2009","Biography"
"899","Critters","Movie/Other",1986,"PG-13/TV-14",6.1,"1980-1989","Mystery"
"900","Cat People","Movie/Other",1982,"R/TV-MA",6.2,"1980-1989","Drama"
"901","Gamer","Movie/Other",2009,"R/TV-MA",5.8,"2000-2009","Action/Adventure"
"902","Gold Diggers of 1935","Movie/Other",1935,"G/TV-G",6.9,"1930-1939","Musical"
"903","At the Heart of Gold: Inside the USA Gymnastics Scandal","Movie/Other",2019,"PG-13/TV-14",8.1,"2010-2019","Sport"
"904","Divorce","TV",2016,"PG-13/TV-14",6.8,"2010-2019","Drama"
"905","The Good Son","Movie/Other",1993,"R/TV-MA",6.4,"1990-1999","Drama"
"906","...And God Created Woman","Movie/Other",1956,"PG/TV-PG",6.3,"1950-1959","Romance"
"907","DCI Banks","TV",2011,"R/TV-MA",7.6,"2010-2019","Sci-Fi"
"908","Moonlight Mile","Movie/Other",2002,"PG-13/TV-14",6.6,"2000-2009","Romance"
"909","The Pacifier","Movie/Other",2005,"PG/TV-PG",5.6,"2000-2009","Family"
"910","Hellboy","Movie/Other",2019,"R/TV-MA",5.2,"2010-2019","Sci-Fi"
"911","The Kitchen","Movie/Other",2019,"PG-13/TV-14",5.4,"2010-2019","Action/Adventure"
"912","The Hot Chick","Movie/Other",2002,"PG-13/TV-14",5.5,"2000-2009","Comedy"
"913","Scooby-Doo","Movie/Other",2002,"PG/TV-PG",5.1,"2000-2009","Family"
"914","Teen Witch","Movie/Other",1989,"PG-13/TV-14",6.1,"1980-1989","Fantasy"
"915","Hall Pass","Movie/Other",2011,"R/TV-MA",5.8,"2010-2019","History"
"916","Ben 10: Omniverse","TV",2012,"PG/TV-PG",5.7,"2010-2019","Comedy"
"917","From the Earth to the Moon","TV",1998,"PG/TV-PG",8.6,"1990-1999","Thriller"
"918","Beware the Batman","TV",2013,"PG/TV-PG",7.3,"2010-2019","Action/Adventure"
"919","Piranha","Movie/Other",1978,"R/TV-MA",5.9,"1970-1979","Mystery"
"920","Gunpowder","TV",2017,"R/TV-MA",6.6,"2010-2019","History"
"921","Hello Ladies","TV",2013,"R/TV-MA",7.4,"2010-2019","Comedy"
"922","The Ringer","Movie/Other",2005,"PG-13/TV-14",5.8,"2000-2009","Sport"
"923","Freeheld","Movie/Other",2015,"PG-13/TV-14",6.6,"2010-2019","Romance"
"924","The Sylvester & Tweety Mysteries","TV",1995,"G/TV-G",7.1,"1990-1999","Crime"
"925","The Immortal Life of Henrietta Lacks","Movie/Other",2017,"R/TV-MA",6.3,"2010-2019","Drama"
"926","Clear History","Movie/Other",2013,"R/TV-MA",6.5,"2010-2019","Comedy"
"927","Bungo Stray Dogs","TV",2016,"R/TV-MA",7.6,"2010-2019","Drama"
"928","Jobs","Movie/Other",2013,"PG-13/TV-14",5.9,"2010-2019","History"
"929","The Fades","TV",2011,"R/TV-MA",7.8,"2010-2019","Mystery"
"930","They Came Together","Movie/Other",2014,"R/TV-MA",5.5,"2010-2019","Comedy"
"931","Thought Crimes","Movie/Other",2015,"R/TV-MA",6.4,"2010-2019","Crime"
"932","Wild Hogs","Movie/Other",2007,"PG-13/TV-14",5.8,"2000-2009","Action/Adventure"
"933","Heaven & Earth","Movie/Other",1993,"R/TV-MA",6.8,"1990-1999","Action/Adventure"
"934","Failure to Launch","Movie/Other",2006,"PG-13/TV-14",5.6,"2000-2009","Romance"
"935","Babe: Pig in the City","Movie/Other",1998,"G/TV-G",5.7,"1990-1999","Fantasy"
"936","Josie and the Pussycats","Movie/Other",2001,"PG-13/TV-14",5.4,"2000-2009","Comedy"
"937","Josie and the Pussycats","Movie/Other",2001,"PG-13/TV-14",5.4,"2000-2009","Family"
"938","Josie and the Pussycats","TV",1970,"G/TV-G",6.2,"1970-1979","Comedy"
"939","Josie and the Pussycats","TV",1970,"G/TV-G",6.2,"1970-1979","Family"
"940","Family Tree","TV",2013,"R/TV-MA",7.4,"2010-2019","Comedy"
"941","Jonny Quest","TV",1964,"PG/TV-PG",7.8,"1960-1969","Sci-Fi"
"942","Smithereens","Movie/Other",1982,"R/TV-MA",6.8,"1980-1989","Musical"
"943","Stuart: A Life Backwards","Movie/Other",2007,"R/TV-MA",7.9,"2000-2009","Drama"
"944","The Nun","Movie/Other",2018,"R/TV-MA",5.3,"2010-2019","Mystery"
"945","Glee: The Concert Movie","Movie/Other",2011,"PG/TV-PG",5.4,"2010-2019","Musical"
"946","Cannery Row","Movie/Other",1982,"PG/TV-PG",6.7,"1980-1989","Romance"
"947","The Front Page","Movie/Other",1931,"PG/TV-PG",6.7,"1930-1939","Romance"
"948","Being Erica","TV",2009,"PG-13/TV-14",7.5,"2000-2009","Drama"
"949","A Nightmare on Elm Street 4: The Dream Master","Movie/Other",1988,"R/TV-MA",5.7,"1980-1989","Thriller"
"950","The Champ","Movie/Other",1979,"PG/TV-PG",6.9,"1970-1979","Family"
"951","The Aftermath","Movie/Other",2019,"PG-13/TV-14",6.3,"2010-2019","Drama"
"952","Parade's End","TV",2012,"R/TV-MA",7.6,"2010-2019","Drama"
"953","Space Ghost Coast to Coast","TV",1994,"PG-13/TV-14",7.9,"1990-1999","Comedy"
"954","Sky High","Movie/Other",2005,"PG/TV-PG",6.2,"2000-2009","Comedy"
"955","Suited","Movie/Other",2016,"PG-13/TV-14",6.8,"2010-2019","Documentary"
"956","Paterno","Movie/Other",2018,"R/TV-MA",6.5,"2010-2019","Crime"
"957","Ocean Waves","Movie/Other",1993,"PG/TV-PG",6.7,"1990-1999","Anime"
"958","Someone Like You...","Movie/Other",2001,"PG-13/TV-14",6.1,"2000-2009","Romance"
"959","Monte Carlo","Movie/Other",2011,"PG/TV-PG",5.8,"2010-2019","Comedy"
"960","D2: The Mighty Ducks","Movie/Other",1994,"PG/TV-PG",6.1,"1990-1999","Family"
"961","The Sunset Limited","Movie/Other",2011,"R/TV-MA",7.4,"2010-2019","Drama"
"962","A Cinderella Story","Movie/Other",2004,"PG/TV-PG",5.9,"2000-2009","Family"
"963","Chowder","TV",2007,"PG/TV-PG",7.3,"2000-2009","Comedy"
"964","The Last Mimzy","Movie/Other",2007,"PG/TV-PG",6.2,"2000-2009","Family"
"965","The Sun Is Also a Star","Movie/Other",2019,"PG-13/TV-14",5.8,"2010-2019","Drama"
"966","The Marvelous Misadventures of Flapjack","TV",2008,"PG/TV-PG",7.8,"2000-2009","Family"
"967","Regular Show: The Movie","Movie/Other",2015,"PG/TV-PG",7.4,"2010-2019","Comedy"
"968","Well Groomed","Movie/Other",2019,"G/TV-G",6.3,"2010-2019","Documentary"
"969","Belly","Movie/Other",1998,"R/TV-MA",6.2,"1990-1999","Crime"
"970","Shoot the Moon","Movie/Other",1982,"R/TV-MA",6.9,"1980-1989","Romance"
"971","How to Dance in Ohio","Movie/Other",2015,"G/TV-G",7.7,"2010-2019","Drama"
"972","Drop Dead Fred","Movie/Other",1991,"PG-13/TV-14",6,"1990-1999","Comedy"
"973","The Art of Getting By","Movie/Other",2011,"PG-13/TV-14",6.6,"2010-2019","Romance"
"974","The Sarah Jane Adventures","TV",2007,"G/TV-G",7.4,"2000-2009","Fantasy"
"975","The Not Too Late Show with Elmo","TV",2020,"G/TV-G",7.8,"2020-2029","Comedy"
"976","Six Days Seven Nights","Movie/Other",1998,"PG-13/TV-14",5.8,"1990-1999","Action/Adventure"
"977","Police Academy 2: Their First Assignment","Movie/Other",1985,"PG-13/TV-14",5.8,"1980-1989","Crime"
"978","How Stella Got Her Groove Back","Movie/Other",1998,"R/TV-MA",5.7,"1990-1999","Comedy"
"979","Murder by Numbers","Movie/Other",2002,"R/TV-MA",6.2,"2000-2009","Mystery"
"980","The Wizard","Movie/Other",1989,"PG/TV-PG",6.1,"1980-1989","Family"
"981","Judge Dredd","Movie/Other",1995,"R/TV-MA",5.6,"1990-1999","Crime"
"982","Hostel: Part II","Movie/Other",2007,"R/TV-MA",5.5,"2000-2009","Horror"
"983","Friday the 13th","Movie/Other",2009,"R/TV-MA",5.5,"2000-2009","Horror"
"984","A Nightmare on Elm Street Part 2: Freddy's Revenge","Movie/Other",1985,"R/TV-MA",5.5,"1980-1989","Horror"
"985","Trouble in Mind","Movie/Other",1985,"R/TV-MA",6.6,"1980-1989","Mystery"
"986","She's Funny That Way","Movie/Other",2015,"R/TV-MA",6.1,"2010-2019","Comedy"
"987","Kin","Movie/Other",2018,"PG-13/TV-14",5.8,"2010-2019","Sci-Fi"
"988","Look Away","Movie/Other",2018,"R/TV-MA",5.9,"2010-2019","Fantasy"
"989","Baby's Day Out","Movie/Other",1994,"PG/TV-PG",6.1,"1990-1999","Drama"
"990","Papi Chulo","Movie/Other",2019,"R/TV-MA",6.4,"2010-2019","Drama"
"991","Voyage of the Damned","Movie/Other",1976,"PG/TV-PG",6.4,"1970-1979","Drama"
"992","The Nineties","TV",2017,"PG/TV-PG",8.2,"2010-2019","Documentary"
"993","Birthday Girl","Movie/Other",2001,"R/TV-MA",6.1,"2000-2009","Thriller"
"994","Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper","Movie/Other",2016,"PG/TV-PG",7.8,"2010-2019","Documentary"
"995","Black Girl","Movie/Other",1972,"PG/TV-PG",7,"1970-1979","Drama"
"996","She's the One","Movie/Other",1996,"R/TV-MA",6,"1990-1999","Comedy"
"997","Berserk","TV",2016,"R/TV-MA",6.9,"2010-2019","Action/Adventure"
"998","Dinner with Friends","Movie/Other",2001,"R/TV-MA",6.2,"2000-2009","Drama"
"999","Pushing Tin","Movie/Other",1999,"R/TV-MA",6,"1990-1999","Comedy"
"1000","American Son","Movie/Other",2008,"R/TV-MA",5.7,"2000-2009","Romance"
"1001","The Little Stranger","Movie/Other",2018,"R/TV-MA",5.5,"2010-2019","Horror"
"1002","A LEGO Brickumentary","Movie/Other",2014,"G/TV-G",6.8,"2010-2019","Documentary"
"1003","The Curse of La Llorona","Movie/Other",2019,"R/TV-MA",5.3,"2010-2019","Thriller"
"1004","Mavis!","Movie/Other",2015,"PG-13/TV-14",7.3,"2010-2019","Musical"
"1005","Last Days","Movie/Other",2005,"R/TV-MA",5.8,"2000-2009","Drama"
"1006","Hearts and Minds","Movie/Other",1974,"R/TV-MA",8.2,"1970-1979","History"
"1007","The Whole Truth","Movie/Other",2016,"R/TV-MA",6.2,"2010-2019","Thriller"
"1008","The Final Destination","Movie/Other",2009,"R/TV-MA",5.2,"2000-2009","Horror"
"1009","Jumpin' Jack Flash","Movie/Other",1986,"R/TV-MA",5.9,"1980-1989","Comedy"
"1010","Flawless","Movie/Other",1999,"R/TV-MA",6.5,"1990-1999","Crime"
"1011","Seventh Son","Movie/Other",2014,"PG-13/TV-14",5.5,"2010-2019","Action/Adventure"
"1012","The Invisible","Movie/Other",2007,"PG-13/TV-14",6.2,"2000-2009","Drama"
"1013","Another Cinderella Story","Movie/Other",2008,"PG/TV-PG",5.8,"2000-2009","Comedy"
"1014","Sally4Ever","TV",2018,"R/TV-MA",6.5,"2010-2019","Romance"
"1015","Kabaneri of the Iron Fortress","TV",2016,"R/TV-MA",7.2,"2010-2019","Anime"
"1016","A Black Lady Sketch Show","TV",2019,"R/TV-MA",7.1,"2010-2019","Comedy"
"1017","Analyze That","Movie/Other",2002,"R/TV-MA",5.9,"2000-2009","Crime"
"1018","Must Love Dogs","Movie/Other",2005,"PG-13/TV-14",5.9,"2000-2009","Comedy"
"1019","Scooby-Doo 2: Monsters Unleashed","Movie/Other",2004,"PG/TV-PG",5,"2000-2009","Animation"
"1020","Your Highness","Movie/Other",2011,"R/TV-MA",5.5,"2010-2019","Fantasy"
"1021","Next of Kin","Movie/Other",1989,"R/TV-MA",5.9,"1980-1989","Thriller"
"1022","Daylight","Movie/Other",1996,"PG-13/TV-14",5.9,"1990-1999","Drama"
"1023","Something Borrowed","Movie/Other",2011,"PG-13/TV-14",5.9,"2010-2019","Comedy"
"1024","Cats & Dogs","Movie/Other",2001,"PG/TV-PG",5.1,"2000-2009","Action/Adventure"
"1025","Police Academy 3: Back in Training","Movie/Other",1986,"PG/TV-PG",5.4,"1980-1989","Crime"
"1026","Sometimes in April","Movie/Other",2005,"R/TV-MA",7.9,"2000-2009","History"
"1027","The Warrior's Way","Movie/Other",2010,"R/TV-MA",6.3,"2010-2019","Action/Adventure"
"1028","The Oslo Diaries","Movie/Other",2018,"PG-13/TV-14",7.1,"2010-2019","Documentary"
"1029","Popeye the Sailor","TV",1960,"G/TV-G",7.1,"1960-1969","Action/Adventure"
"1030","Personal Best","Movie/Other",1982,"R/TV-MA",6.3,"1980-1989","Sport"
"1031","Catherine the Great","TV",2019,"R/TV-MA",6.1,"2010-2019","Biography"
"1032","Housesitter","Movie/Other",1992,"PG/TV-PG",6.1,"1990-1999","Comedy"
"1033","Abortion: Stories Women Tell","Movie/Other",2016,"PG-13/TV-14",7.1,"2010-2019","Documentary"
"1034","The Carbonaro Effect","TV",2014,"PG-13/TV-14",7.4,"2010-2019","Comedy"
"1035","Wyatt Cenac's Problem Areas","TV",2018,"R/TV-MA",6.5,"2010-2019","Documentary"
"1036","Soldier","Movie/Other",1998,"R/TV-MA",6,"1990-1999","Action/Adventure"
"1037","Battle for Terra","Movie/Other",2007,"PG/TV-PG",6.5,"2000-2009","Thriller"
"1038","Forces of Nature","Movie/Other",1999,"PG-13/TV-14",5.4,"1990-1999","Comedy"
"1039","Pu-239","Movie/Other",2006,"R/TV-MA",6.9,"2000-2009","Drama"
"1040","Lone Wolf and Cub: Baby Cart to Hades","Movie/Other",1972,"R/TV-MA",7.6,"1970-1979","Drama"
"1041","Eragon","Movie/Other",2006,"PG/TV-PG",5.1,"2000-2009","Sci-Fi"
"1042","House on Haunted Hill","Movie/Other",1999,"R/TV-MA",5.6,"1990-1999","Thriller"
"1043","Eight Legged Freaks","Movie/Other",2002,"PG-13/TV-14",5.4,"2000-2009","Horror"
"1044","Mosaic","TV",2018,"R/TV-MA",6.4,"2010-2019","Crime"
"1045","Bounce","Movie/Other",2000,"PG-13/TV-14",5.7,"2000-2009","Drama"
"1046","Scooby-Doo and Scrappy-Doo","TV",1979,"G/TV-G",6.4,"1970-1979","Comedy"
"1047","It Takes Two","Movie/Other",1995,"PG/TV-PG",5.9,"1990-1999","Comedy"
"1048","Here and Now","TV",2018,"PG-13/TV-14",6.8,"2010-2019","Fantasy"
"1049","Godzilla vs. Gigan","Movie/Other",1972,"PG/TV-PG",5.7,"1970-1979","Horror"
"1050","Native Son","Movie/Other",2019,"R/TV-MA",5.7,"2010-2019","Drama"
"1051","The Fighting Temptations","Movie/Other",2003,"PG-13/TV-14",5.6,"2000-2009","Musical"
"1052","Einstein and Eddington","Movie/Other",2008,"PG/TV-PG",7.3,"2000-2009","History"
"1053","Luck","TV",2012,"R/TV-MA",7.5,"2010-2019","Drama"
"1054","Becoming Warren Buffett","Movie/Other",2017,"PG-13/TV-14",7.6,"2010-2019","Documentary"
"1055","Child's Play 3","Movie/Other",1991,"R/TV-MA",5.1,"1990-1999","Thriller"
"1056","Clarence","TV",2014,"PG/TV-PG",6.6,"2010-2019","Action/Adventure"
"1057","Cradle 2 the Grave","Movie/Other",2003,"R/TV-MA",5.8,"2000-2009","Action/Adventure"
"1058","Wild Wild West","Movie/Other",1999,"PG-13/TV-14",4.9,"1990-1999","Comedy"
"1059","The Little Drummer Girl","Movie/Other",1984,"R/TV-MA",6.1,"1980-1989","Thriller"
"1060","Nights in Rodanthe","Movie/Other",2008,"PG-13/TV-14",6,"2000-2009","Drama"
"1061","Iron Jawed Angels","Movie/Other",2004,"PG-13/TV-14",7.5,"2000-2009","Biography"
"1062","Eyewitness","Movie/Other",1981,"R/TV-MA",6,"1980-1989","Drama"
"1063","Havana","Movie/Other",1990,"R/TV-MA",6.1,"1990-1999","Romance"
"1064","The Lonely Guy","Movie/Other",1984,"R/TV-MA",6.3,"1980-1989","Romance"
"1065","Xanadu","Movie/Other",1980,"PG/TV-PG",5.2,"1980-1989","Musical"
"1066","Bright Lights, Big City","Movie/Other",1988,"R/TV-MA",5.7,"1980-1989","Drama"
"1067","Unlocking the Cage","Movie/Other",2016,"PG-13/TV-14",7,"2010-2019","Drama"
"1068","An American Rhapsody","Movie/Other",2001,"PG-13/TV-14",6.7,"2000-2009","Drama"
"1069","Volunteers","Movie/Other",1985,"R/TV-MA",5.5,"1980-1989","Comedy"
"1070","Godzilla vs. Hedorah","Movie/Other",1971,"G/TV-G",6.1,"1970-1979","Drama"
"1071","D3: The Mighty Ducks","Movie/Other",1996,"PG/TV-PG",5.5,"1990-1999","Comedy"
"1072","The Sixties","TV",2014,"PG/TV-PG",8.5,"2010-2019","Documentary"
"1073","The Case Against Adnan Syed","TV",2019,"PG-13/TV-14",6.6,"2010-2019","Documentary"
"1074","Almost Royal","TV",2014,"PG/TV-PG",7.2,"2010-2019","Comedy"
"1075","Arthur Miller: Writer","Movie/Other",2017,"PG/TV-PG",7.3,"2010-2019","Documentary"
"1076","Cheyenne Autumn","Movie/Other",1964,"PG/TV-PG",6.8,"1960-1969","History"
"1077","Joyful Noise","Movie/Other",2012,"PG-13/TV-14",5.7,"2010-2019","Musical"
"1078","Picture Perfect","Movie/Other",1997,"PG-13/TV-14",5.5,"1990-1999","Romance"
"1079","The Electric Company","TV",1971,"G/TV-G",8.1,"1970-1979","Children"
"1080","The Electric Company","TV",1971,"G/TV-G",8.1,"1970-1979","Fantasy"
"1081","Home Alone 3","Movie/Other",1997,"PG/TV-PG",4.5,"1990-1999","Family"
"1082","Hemingway & Gellhorn","Movie/Other",2012,"R/TV-MA",6.3,"2010-2019","Drama"
"1083","Capadocia","TV",2008,"R/TV-MA",8.1,"2000-2009","Drama"
"1084","The Yogi Bear Show","TV",1958,"G/TV-G",6.6,"1950-1959","Animation"
"1085","Five Days","TV",2007,"R/TV-MA",6.7,"2000-2009","Drama"
"1086","Firewall","Movie/Other",2006,"PG-13/TV-14",5.8,"2000-2009","Crime"
"1087","Share","Movie/Other",2019,"R/TV-MA",5.6,"2010-2019","Mystery"
"1088","Lost in Space","Movie/Other",1998,"PG-13/TV-14",5.2,"1990-1999","Family"
"1089","Terror of Mechagodzilla","Movie/Other",1975,"G/TV-G",6.3,"1970-1979","Family"
"1090","Rugrats Go Wild","Movie/Other",2003,"PG/TV-PG",5.6,"2000-2009","Family"
"1091","Katy Keene","TV",2020,"PG-13/TV-14",6.1,"2020-2029","Comedy"
"1092","Witness Protection","Movie/Other",1999,"R/TV-MA",6.2,"1990-1999","Thriller"
"1093","Bury My Heart at Wounded Knee","Movie/Other",2007,"PG-13/TV-14",7.1,"2000-2009","History"
"1094","Almost Heroes","Movie/Other",1998,"PG-13/TV-14",5.9,"1990-1999","Comedy"
"1095","Cinema Verite","Movie/Other",2011,"PG-13/TV-14",6.5,"2010-2019","Drama"
"1096","Overnight Delivery","Movie/Other",1998,"PG-13/TV-14",6.1,"1990-1999","Comedy"
"1097","The Scooby-Doo/Dynomutt Hour","TV",1976,"PG/TV-PG",7.6,"1970-1979","Children"
"1098","Traffic Stop","Movie/Other",2017,"PG-13/TV-14",5.3,"2010-2019","Documentary"
"1099","The Odd Couple II","Movie/Other",1998,"PG-13/TV-14",6.5,"1990-1999","Action/Adventure"
"1100","A Cinderella Story: Once Upon a Song","Movie/Other",2011,"PG/TV-PG",6,"2010-2019","Comedy"
"1101","Everyone's Hero","Movie/Other",2006,"G/TV-G",5.7,"2000-2009","Sport"
"1102","Three to Tango","Movie/Other",1999,"PG-13/TV-14",6,"1990-1999","Romance"
"1103","Ri¢hie Ri¢h","Movie/Other",1994,"PG/TV-PG",5.4,"1990-1999","Family"
"1104","54","Movie/Other",1998,"R/TV-MA",5.9,"1990-1999","Drama"
"1105","The Bachelorette","TV",2003,"PG-13/TV-14",3.4,"2000-2009","Game Show"
"1106","The Bachelorette","TV",2003,"PG-13/TV-14",3.4,"2000-2009","Reality"
"1107","Fahrenheit 451","Movie/Other",2018,"PG-13/TV-14",4.9,"2010-2019","Drama"
"1108","Alvin and the Chipmunks: Chipwrecked","Movie/Other",2011,"G/TV-G",4.3,"2010-2019","Animation"
"1109","Knowing Me Knowing You with Alan Partridge","TV",1994,"PG-13/TV-14",8.2,"1990-1999","Comedy"
"1110","A Nightmare on Elm Street: The Dream Child","Movie/Other",1989,"R/TV-MA",5.2,"1980-1989","Fantasy"
"1111","91 Days","TV",2016,"R/TV-MA",7.7,"2010-2019","Thriller"
"1112","Pulling Strings","Movie/Other",2013,"PG/TV-PG",6,"2010-2019","Comedy"
"1113","The Bronze Garden","TV",2017,"R/TV-MA",8,"2010-2019","Crime"
"1114","Red Planet","Movie/Other",2000,"PG-13/TV-14",5.7,"2000-2009","Sci-Fi"
"1115","Mr. Wonderful","Movie/Other",1993,"PG-13/TV-14",5.9,"1990-1999","Comedy"
"1116","Season of the Witch","Movie/Other",2011,"PG-13/TV-14",5.4,"2010-2019","Fantasy"
"1117","Elvis Presley: The Searcher","Movie/Other",2018,"PG/TV-PG",7.7,"2010-2019","Documentary"
"1118","The Pentagon Wars","Movie/Other",1998,"R/TV-MA",7.3,"1990-1999","Comedy"
"1119","The No. 1 Ladies' Detective Agency","TV",2009,"PG/TV-PG",8.2,"2000-2009","Crime"
"1120","The 2000s","TV",2018,"PG/TV-PG",8,"2010-2019","Documentary"
"1121","Welcome Home, Roxy Carmichael","Movie/Other",1990,"PG-13/TV-14",5.9,"1990-1999","Drama"
"1122","A Girl in the River: The Price of Forgiveness","Movie/Other",2015,"PG/TV-PG",7.9,"2010-2019","Documentary"
"1123","Leaving Neverland","Movie/Other",2019,"R/TV-MA",7,"2010-2019","Documentary"
"1124","Kiznaiver","TV",2016,"PG-13/TV-14",6.9,"2010-2019","Comedy"
"1125","A Thin Line Between Love and Hate","Movie/Other",1996,"R/TV-MA",5.7,"1990-1999","Drama"
"1126","Mike Tyson: Undisputed Truth","Movie/Other",2013,"R/TV-MA",7.4,"2010-2019","Stand_up_Talk"
"1127","Pay Day","Movie/Other",1922,"G/TV-G",7.6,"1920-1929","Comedy"
"1128","There's Something Wrong with Aunt Diane","Movie/Other",2011,"R/TV-MA",6.7,"2010-2019","Documentary"
"1129","The Seventies","TV",2015,"PG/TV-PG",8.3,"2010-2019","Documentary"
"1130","Phil Spector","Movie/Other",2013,"R/TV-MA",6.2,"2010-2019","Biography"
"1131","When Trumpets Fade","Movie/Other",1998,"R/TV-MA",7.1,"1990-1999","Action/Adventure"
"1132","Carrie Fisher: Wishful Drinking","Movie/Other",2010,"R/TV-MA",7.6,"2010-2019","Stand_up_Talk"
"1133","Becoming Mike Nichols","Movie/Other",2016,"PG-13/TV-14",7.1,"2010-2019","Documentary"
"1134","We Stand Alone Together","Movie/Other",2001,"PG/TV-PG",8.6,"2000-2009","Documentary"
"1135","Lucy in the Sky","Movie/Other",2019,"R/TV-MA",4.7,"2010-2019","Sci-Fi"
"1136","Laws of Attraction","Movie/Other",2004,"PG-13/TV-14",5.9,"2000-2009","Comedy"
"1137","Beverly Hills Chihuahua","Movie/Other",2008,"PG/TV-PG",3.8,"2000-2009","Comedy"
"1138","2 Dope Queens","TV",2018,"PG-13/TV-14",5.5,"2010-2019","Stand_up_Talk"
"1139","License to Wed","Movie/Other",2007,"PG-13/TV-14",5.3,"2000-2009","Romance"
"1140","Kingdom Come","Movie/Other",2001,"PG/TV-PG",5.6,"2000-2009","Family"
"1141","As You Like It","Movie/Other",2006,"PG/TV-PG",6.2,"2000-2009","Comedy"
"1142","Apple & Onion","TV",2018,"PG/TV-PG",5.9,"2010-2019","Comedy"
"1143","Freddy's Dead: The Final Nightmare","Movie/Other",1991,"R/TV-MA",4.9,"1990-1999","Thriller"
"1144","The Zen Diaries of Garry Shandling","Movie/Other",2018,"PG-13/TV-14",8.4,"2010-2019","Stand_up_Talk"
"1145","Mobsters","Movie/Other",1991,"R/TV-MA",6,"1990-1999","Crime"
"1146","Little Big Shots","TV",2016,"G/TV-G",7.2,"2010-2019","Comedy"
"1147","Bachelor in Paradise","TV",2014,"PG-13/TV-14",5.2,"2010-2019","Romance"
"1148","Into the Storm","Movie/Other",2009,"PG/TV-PG",7.1,"2000-2009","Biography"
"1149","Ready to Rumble","Movie/Other",2000,"PG-13/TV-14",5.4,"2000-2009","Drama"
"1150","Sr. Ávila","TV",2013,"R/TV-MA",8.3,"2010-2019","Thriller"
"1151","Hey Arnold! The Movie","Movie/Other",2002,"PG/TV-PG",6,"2000-2009","Action/Adventure"
"1152","Switch","Movie/Other",1991,"R/TV-MA",5.8,"1990-1999","Comedy"
"1153","Hard","TV",2020,"R/TV-MA",6.2,"2020-2029","Comedy"
"1154","Bordertown","Movie/Other",2007,"R/TV-MA",6.1,"2000-2009","Mystery"
"1155","The Skulls","Movie/Other",2000,"PG-13/TV-14",5.6,"2000-2009","Drama"
"1156","Indictment: The McMartin Trial","Movie/Other",1995,"R/TV-MA",7.6,"1990-1999","Thriller"
"1157","The Thing About My Folks","Movie/Other",2005,"PG-13/TV-14",6.5,"2000-2009","Comedy"
"1158","Full Frontal with Samantha Bee","TV",2016,"PG-13/TV-14",5.7,"2010-2019","Comedy"
"1159","Holy Rollers","Movie/Other",2010,"R/TV-MA",5.9,"2010-2019","Biography"
"1160","Three Fugitives","Movie/Other",1989,"PG-13/TV-14",6.2,"1980-1989","Comedy"
"1161","The Pilgrim","Movie/Other",1923,"G/TV-G",7.4,"1920-1929","Comedy"
"1162","Teenage Mutant Ninja Turtles III","Movie/Other",1993,"PG/TV-PG",4.8,"1990-1999","Family"
"1163","Unaccompanied Minors","Movie/Other",2006,"PG/TV-PG",5.3,"2000-2009","Family"
"1164","Boys and Girls","Movie/Other",2000,"PG-13/TV-14",5.4,"2000-2009","Drama"
"1165","Incarnate","Movie/Other",2016,"PG-13/TV-14",5.3,"2010-2019","Thriller"
"1166","Critters 2","Movie/Other",1988,"PG-13/TV-14",5.5,"1980-1989","Horror"
"1167","Rokka: Braves of the Six Flowers","TV",2015,"PG-13/TV-14",6.9,"2010-2019","Action/Adventure"
"1168","Batman & Robin","Movie/Other",1997,"PG-13/TV-14",3.7,"1990-1999","Fantasy"
"1169","Black Knight","Movie/Other",2001,"PG-13/TV-14",4.9,"2000-2009","Action/Adventure"
"1170","Underdog","Movie/Other",2007,"PG/TV-PG",4.7,"2000-2009","Fantasy"
"1171","Summer Camp Island","TV",2018,"PG/TV-PG",7.4,"2010-2019","Action/Adventure"
"1172","The Idle Class","Movie/Other",1921,"G/TV-G",7.4,"1920-1929","Comedy"
"1173","Jetsons: The Movie","Movie/Other",1990,"G/TV-G",5.6,"1990-1999","Family"
"1174","The Great White Hype","Movie/Other",1996,"R/TV-MA",5.5,"1990-1999","Sport"
